Date;MSI GEFORCE RTX 3090 SUPRIM X 24G
2021-09-01;2744.62
2021-09-02;2786.45
2021-09-03;2687.01
2021-09-04;2797.77
2021-09-05;2814.16
2021-09-06;2864.51
2021-09-07;2888.24
2021-09-08;2896.18
2021-09-09;2898.31
2021-09-10;2874.21
2021-09-11;2857.3
2021-09-12;2869.79
2021-09-13;2822.87
2021-09-14;2890.09
2021-09-15;2899.26
2021-09-16;2881.44
2021-09-17;2926.12
2021-09-18;2939.36
2021-09-19;2916.07
2021-09-20;2905.71
2021-09-21;2877.26
2021-09-22;2882.56
2021-09-23;2899.06
2021-09-24;2886.06
2021-09-25;2898.33
2021-09-26;2878.5
2021-09-27;2893.43
2021-09-28;2872.47
2021-09-29;2875.83
2021-09-30;2863.01
2021-10-01;2839.59
2021-10-02;2820.98
2021-10-03;2802.35
2021-10-04;2832.74
2021-10-05;2809.23
2021-10-06;2812.65
2021-10-07;2823.17
2021-10-08;2812
2021-10-09;2812.49
2021-10-10;2794.35
2021-10-11;2796.27
2021-10-12;2784.35
2021-10-13;2770.08
2021-10-14;2774.38
2021-10-15;2771.1
2021-10-16;2770.73
2021-10-17;2783.42
2021-10-18;2762.31
2021-10-19;2759.55
2021-10-20;2786.18
2021-10-21;2801.9
2021-10-22;2808.66
2021-10-23;2823.77
2021-10-24;2781.73
2021-10-25;2785.93
2021-10-26;2767.57
2021-10-27;2774.6
2021-10-28;2764.23
2021-10-29;2768.09
2021-10-30;2766.05
2021-10-31;2787.58
2021-11-01;2782.56
2021-11-02;2786.61
2021-11-03;2826.11
2021-11-04;2805.34
2021-11-05;2817.86
2021-11-06;2852.67
2021-11-07;2826.86
2021-11-08;2816.32
2021-11-09;3013.01
2021-11-10;3015.34
2021-11-11;3006.04
2021-11-12;3024.83
2021-11-13;3155.67
2021-11-14;3146.22
2021-11-15;3139.69
2021-11-16;3130.69
2021-11-17;3218.3
2021-11-18;3406.36
2021-11-19;3387.87
2021-11-20;3428.58
2021-11-21;3428.99
2021-11-22;3430.56
2021-11-23;3415.16
2021-11-24;3451.76
2021-11-25;3492.04
2021-11-26;3495.36
2021-11-27;3475.58
2021-11-28;3465.22
2021-11-29;3452.44
2021-11-30;3430.08
2021-12-01;3449.46
2021-12-02;3548.31
2021-12-03;3467.97
2021-12-04;3469.19
2021-12-05;3472.53
2021-12-06;3508.69
2021-12-07;3510.95
2021-12-08;3572.3
2021-12-09;3573.74
2021-12-10;3567.18
2021-12-11;3592.13
2021-12-12;3607.12
2021-12-13;3620.17
2021-12-14;3591.52
2021-12-15;3515.9
2021-12-16;3490.58
2021-12-17;3495.95
2021-12-18;3497.04
2021-12-19;3510.1
2021-12-20;3445.83
2021-12-21;3484.22
2021-12-22;3456.69
2021-12-23;3461.38
2021-12-24;3460.41
2021-12-25;3417.7
2021-12-26;3549.41
2021-12-27;3519.87
2021-12-28;3449.56
2021-12-29;3355.02
2021-12-30;3551.1
2021-12-31;3552.87
2022-01-01;3582.36
2022-01-02;3566.16
2022-01-03;3550.92
2022-01-04;3572.01
2022-01-05;3571.29
2022-01-06;3580.06
2022-01-07;3536.73
2022-01-08;3593.09
2022-01-09;3576.06
2022-01-10;3582.4
2022-01-11;3581.12
2022-01-12;3545.45
2022-01-13;3581.4
2022-01-14;3617.98
2022-01-15;3629.64
2022-01-16;3615.1
2022-01-17;3622.66
2022-01-18;3528.75
2022-01-19;3503.86
2022-01-20;3384.74
2022-01-21;3497.9
2022-01-22;3522.51
2022-01-23;3504.26
2022-01-24;3425.25
2022-01-25;3403.5
2022-01-26;3406.39
2022-01-27;3398.37
2022-01-28;3404.29
2022-01-29;3408.52
2022-01-30;3404.28
2022-01-31;3415.99
2022-02-01;3425.87
2022-02-02;3409.35
2022-02-03;3417.17
2022-02-04;3389.12
2022-02-05;3366.48
2022-02-06;3371.16
2022-02-07;3385.87
2022-02-08;3367.69
2022-02-09;3333.05
2022-02-10;3343.08
2022-02-11;3307.42
2022-02-12;3339.66
2022-02-13;3339.32
2022-02-14;3319.41
2022-02-15;3306.53
2022-02-16;3315.87
2022-02-17;3300.32
2022-02-18;3301.83
2022-02-19;3292.57
2022-02-20;3282.29
2022-02-21;3271.22
2022-02-22;3264.22
2022-02-23;3173.82
2022-02-24;3148.88
2022-02-25;3170.02
2022-02-26;3178.95
2022-02-27;3175.28
2022-02-28;3130.43
2022-03-01;3113.12
2022-03-02;3085.96
2022-03-03;3069.22
2022-03-04;3045.82
2022-03-05;3065.28
2022-03-06;3072.01
2022-03-07;3062.82
2022-03-08;2990.85
2022-03-09;2957.53
2022-03-10;2965.03
2022-03-11;2927.07
2022-03-12;2933.91
2022-03-13;2949.09
2022-03-14;2958.46
2022-03-15;2947.81
2022-03-16;2900.64
2022-03-17;2836.27
2022-03-18;2870.61
2022-03-19;2832.2
2022-03-20;2840.67
2022-03-21;2894.71
2022-03-22;2792.48
2022-03-23;2824.02
2022-03-24;2863.84
2022-03-25;2878.54
2022-03-26;2889.23
2022-03-27;2878.62
2022-03-28;2858.03
2022-03-29;2823.13
2022-03-30;2773.14
2022-03-31;2776.92
2022-04-01;2722.1
2022-04-02;2744.2
2022-04-03;2749.88
2022-04-04;2688.28
2022-04-05;2702.36
2022-04-06;2635.43
2022-04-07;2630.66
2022-04-08;2644.86
2022-04-09;2725.48
2022-04-10;2726.99
2022-04-11;2729.23
2022-04-12;2696.23
2022-04-13;2631.91
2022-04-14;2591.39
2022-04-15;2602.78
2022-04-16;2593.34
2022-04-17;2592.03
2022-04-18;2595.72
2022-04-19;2571.91
2022-04-20;2563.41
2022-04-21;2609.63
2022-04-22;2623.6
2022-04-23;2628.52
2022-04-24;2587.19
2022-04-25;2575.26
2022-04-26;2579.66
2022-04-27;2579.73
2022-04-28;2578.39
2022-04-29;2610
2022-04-30;2558.58
2022-05-01;2572.14
2022-05-02;2529.83
2022-05-03;2531.88
2022-05-04;2542.35
2022-05-05;2504.23
2022-05-06;2507.06
2022-05-07;2483.35
2022-05-08;2482.66
2022-05-09;2477.19
2022-05-10;2456.54
2022-05-11;2469.69
2022-05-12;2451.83
2022-05-13;2421.09
2022-05-14;2423.84
2022-05-15;2442.05
2022-05-16;2429.06
2022-05-17;2397.47
2022-05-18;2455.23
2022-05-19;2405.76
2022-05-20;2377.23
2022-05-21;2354.45
2022-05-22;2351.96
2022-05-23;2332.89
2022-05-24;2369.1
2022-05-25;2375.75
2022-05-26;2357.11
2022-05-27;2358.49
2022-05-28;2370.68
2022-05-29;2395.19
2022-05-30;2374.31
2022-05-31;2364.96
2022-06-01;2266.19
2022-06-02;2197.32
2022-06-03;2217.34
2022-06-04;2207.79
2022-06-05;2187.46
2022-06-06;2200.91
2022-06-07;2180.51
2022-06-08;2185.86
2022-06-09;2202.26
2022-06-10;2192.64
2022-06-11;2195.58
2022-06-12;2206.11
2022-06-13;2197.41
2022-06-14;2135.08
2022-06-15;2134.8
2022-06-16;2115.97
2022-06-17;2099.66
2022-06-18;2103.95
2022-06-19;2111.81
2022-06-20;2098.14
2022-06-21;2132.01
2022-06-22;2122.68
2022-06-23;2106.09
2022-06-24;2088.23
2022-06-25;2090.9
2022-06-26;2139.16
2022-06-27;2129.15
2022-06-28;2105.01
2022-06-29;2095.92
2022-06-30;2069.46
2022-07-01;2066.65
2022-07-02;2061.11
2022-07-03;2036.68
2022-07-04;2065.56
2022-07-05;2051.55
2022-07-06;2043.28
2022-07-07;2025.48
2022-07-08;2038.67
2022-07-09;1967.47
2022-07-10;1965.8
2022-07-11;1951.68
2022-07-12;1939.4
2022-07-13;1925.57
2022-07-14;1930.18
2022-07-15;1911.16
2022-07-16;1883.02
2022-07-17;1864.9
2022-07-18;1854.63
2022-07-19;1843.32
2022-07-20;1864.31
2022-07-21;1845.93
2022-07-22;1840.3
2022-07-23;1842.44
2022-07-24;1826.72
2022-07-25;1823.35
2022-07-26;1837.8
2022-07-27;1832.04
2022-07-28;1836.96
2022-07-29;1847.08
2022-07-30;1840.69
2022-07-31;1863.2
2022-08-01;1879.53
2022-08-02;1815.61
2022-08-03;1821.01
2022-08-04;1781.68
2022-08-05;1777.85
2022-08-06;1748.09
2022-08-07;1740.66
2022-08-08;1706.1
2022-08-09;1735.25
2022-08-10;1731.36
2022-08-11;1768.88
2022-08-12;1764.08
2022-08-13;1758.28
2022-08-14;1733.46
2022-08-15;1726.58
2022-08-16;1724.97
2022-08-17;1747.46
2022-08-18;1704.51
2022-08-19;1717.28
2022-08-20;1690.98
2022-08-21;1724.97
2022-08-22;1738.43
2022-08-23;1719.06
2022-08-24;1722.68
2022-08-25;1718.13
2022-08-26;1721.29
2022-08-27;1712.99
2022-08-28;1721.3
2022-08-29;1701.01
2022-08-30;1706.06
2022-08-31;1711.91
2022-09-01;1672.67
2022-09-02;1621.03
2022-09-03;1640.26
2022-09-04;1658.61
2022-09-05;1651.72
2022-09-06;1646.7
2022-09-07;1677.17
2022-09-08;1675.4
2022-09-09;1622.14
2022-09-10;1646.06
2022-09-11;1611.72
2022-09-12;1597.22
2022-09-13;1598.17
2022-09-14;1599.02
2022-09-15;1563.35
2022-09-16;1553.33
2022-09-17;1566.39
2022-09-18;1631.84
2022-09-19;1592.13
2022-09-20;1601.7
2022-09-21;1609.28
2022-09-22;1615.06
2022-09-23;1616.47
2022-09-24;1630
2022-09-25;1615.25
2022-09-26;1627.96
2022-09-27;1637.7
2022-09-28;1589.75
2022-09-29;1611.6
2022-09-30;1605.82
2022-10-01;1598.01
2022-10-02;1605.66
2022-10-03;1597.9
2022-10-04;1609.64
2022-10-05;1599.27
2022-10-06;1613.04
2022-10-07;1576.74
2022-10-08;1637.23
2022-10-09;1646.49
2022-10-10;1673.45
2022-10-11;1662.62
2022-10-12;1639.75
2022-10-13;1648.28
2022-10-14;1658.84
2022-10-15;1660.15
2022-10-16;1660.91
2022-10-17;1645.11
2022-10-18;1690.61
2022-10-19;1671.13
2022-10-20;1610.48
2022-10-21;1624.11
2022-10-22;1718.03
2022-10-23;1691.52
2022-10-24;1691.99
2022-10-25;1677.39
2022-10-26;1658.26
2022-10-27;1691.14
2022-10-28;1689.05
2022-10-29;1782.28
2022-10-30;1748.72
2022-10-31;1736.44
2022-11-01;1754.98
2022-11-02;1705.04
2022-11-03;1762.36
2022-11-04;1793.32
2022-11-05;1811.13
2022-11-06;1824.67
2022-11-07;1824.67
2022-11-08;1824.67
2022-11-09;1886.04
2022-11-10;1807.62
2022-11-11;1822.68
2022-11-12;1842.92
2022-11-13;1834.69
