Date;MSI GEFORCE RTX 3080 SUPRIM X 10G
2021-03-23;1199.92
2021-03-24;1185.92
2021-03-25;1199.92
2021-03-26;1222.99
2021-03-27;1184.85
2021-03-28;1184.85
2021-03-29;1184.85
2021-03-30;1178.42
2021-03-31;1178.42
2021-04-01;1190.56
2021-04-02;1223.21
2021-04-03;1199.84
2021-04-04;1199.84
2021-04-05;1192.7
2021-04-06;1174.86
2021-04-07;1181.86
2021-04-08;1189.19
2021-04-09;1192.7
2021-04-10;1173.19
2021-04-11;1173.19
2021-04-12;1173.19
2021-04-13;1165.86
2021-04-14;1199.84
2021-04-15;1178.42
2021-04-16;1190.56
2021-04-17;1177.99
2021-04-18;1199.84
2021-04-19;1199.84
2021-04-20;1199.84
2021-04-21;1199.84
2021-04-22;1199.84
2021-04-23;1199.84
2021-04-24;1199.84
2021-04-25;1199.84
2021-04-26;1199.84
2021-04-27;1226.76
2021-04-28;1226.76
2021-04-29;1226.76
2021-04-30;1226.76
2021-05-01;1226.76
2021-05-02;1226.76
2021-05-03;1226.76
2021-05-04;1226.76
2021-05-05;1226.76
2021-05-06;1226.76
2021-05-07;1235.99
2021-05-08;1235.99
2021-05-09;1235.99
2021-05-10;1198.68
2021-05-11;1198.68
2021-05-12;1198.68
2021-05-13;1198.68
2021-05-14;1206.37
2021-05-15;1206.37
2021-05-16;1206.37
2021-05-17;1206.37
2021-05-18;1206.37
2021-05-19;1206.37
2021-05-20;1206.37
2021-05-21;1206.37
2021-05-22;1206.37
2021-05-23;1206.37
2021-05-24;1206.37
2021-05-25;1206.37
2021-05-26;1206.37
2021-05-27;1206.37
2021-05-28;1258.99
2021-05-29;1258.99
2021-05-30;1258.99
2021-05-31;1665.79
2021-06-01;1665.79
2021-06-02;1730.43
2021-06-03;1795.28
2021-06-04;1892.93
2021-06-05;1899.18
2021-06-06;1899.18
2021-06-07;1916.68
2021-06-08;1916.68
2021-06-09;1904.18
2021-06-10;1904.18
2021-06-11;1901.74
2021-06-12;1901.74
2021-06-13;1904.24
2021-06-14;1910.43
2021-06-15;1871.12
2021-06-16;1885.43
2021-06-17;1936.99
2021-06-18;1925.49
2021-06-19;1877.86
2021-06-20;1877.86
2021-06-21;1867.79
2021-06-22;1879.46
2021-06-23;1839.84
2021-06-24;1749.21
2021-06-25;1692.99
2021-06-26;1729.21
2021-06-27;1729.21
2021-06-28;1786.32
2021-06-29;1727.66
2021-06-30;1719.39
2021-07-01;1719.59
2021-07-02;1619.13
2021-07-03;1602.84
2021-07-04;1603.36
2021-07-05;1444.89
2021-07-06;1440.69
2021-07-07;1441.79
2021-07-08;1439.59
2021-07-09;1501.63
2021-07-10;1500.72
2021-07-11;1664.13
2021-07-12;1559.2
2021-07-13;1642.51
2021-07-14;1570.07
2021-07-15;1555.25
2021-07-16;1522.09
2021-07-17;1554.92
2021-07-18;1533.71
2021-07-19;1534.49
2021-07-20;1530.04
2021-07-21;1553.55
2021-07-22;1539.92
2021-07-23;1557.1
2021-07-24;1553.16
2021-07-25;1555.44
2021-07-26;1549.38
2021-07-27;1600.27
2021-07-28;1555.71
2021-07-29;1561.88
2021-07-30;1556.32
2021-07-31;1555.99
2021-08-01;1556.49
2021-08-02;1561.44
2021-08-03;1538.3
2021-08-04;1576.64
2021-08-05;1570.58
2021-08-06;1557.69
2021-08-07;1557.23
2021-08-08;1538.73
2021-08-09;1564.73
2021-08-10;1595.98
2021-08-11;1572.11
2021-08-12;1567.57
2021-08-13;1580.41
2021-08-14;1550.86
2021-08-15;1576.65
2021-08-16;1547.61
2021-08-17;1628.16
2021-08-18;1521.52
2021-08-19;1498.57
2021-08-20;1538.56
2021-08-21;1538.27
2021-08-22;1538.26
2021-08-23;1491.89
2021-08-24;1491.88
2021-08-25;1512.96
2021-08-26;1518.9
2021-08-27;1583.77
2021-08-28;1656.03
2021-08-29;1568.41
2021-08-30;1568.41
2021-08-31;1568.41
2021-09-01;1550.29
2021-09-02;1551.16
2021-09-03;1559.91
2021-09-04;1566.96
2021-09-05;1561.98
2021-09-06;1554.53
2021-09-07;1579.25
2021-09-08;1534.36
2021-09-09;1543.48
2021-09-10;1543.44
2021-09-11;1543.41
2021-09-12;1532.88
2021-09-13;1532.88
2021-09-14;1532.82
2021-09-15;1550.2
2021-09-16;1550.09
2021-09-17;1547.29
2021-09-18;1524.64
2021-09-19;1480.04
2021-09-20;1516.76
2021-09-21;1516.75
2021-09-22;1541.93
2021-09-23;1544.86
2021-09-24;1560.88
2021-09-25;1572.89
2021-09-26;1508.12
2021-09-27;1589.43
2021-09-28;1564.6
2021-09-29;1569.49
2021-09-30;1563.49
2021-10-01;1586.62
2021-10-02;1579.4
2021-10-03;1579.4
2021-10-04;1573.13
2021-10-05;1580
2021-10-06;1595.62
2021-10-07;1598.75
2021-10-08;1469.38
2021-10-09;1440.26
2021-10-10;1474.66
2021-10-11;1466.6
2021-10-12;1456.25
2021-10-13;1434.02
2021-10-14;1392.82
2021-10-15;1447.93
2021-10-16;1447.86
2021-10-17;1417.78
2021-10-18;1417.77
2021-10-19;1414.62
2021-10-20;1399.24
2021-10-21;1440.21
2021-10-22;1506.76
2021-10-23;1509.69
2021-10-24;1422.86
2021-10-25;1425.01
2021-10-26;1424.42
2021-10-27;1409.57
2021-10-28;1407.84
2021-10-29;1417.88
2021-10-30;1628.05
2021-10-31;1438.17
2021-11-01;1467.07
2021-11-02;1477.38
2021-11-03;1502.65
2021-11-04;1515.65
2021-11-05;1532.76
2021-11-06;1535.91
2021-11-07;1525.13
2021-11-08;1527.74
2021-11-09;1589.9
2021-11-10;1576.7
2021-11-11;1594.45
2021-11-12;1607.2
2021-11-13;1655.57
2021-11-14;1606.49
2021-11-15;1603.07
2021-11-16;1602.08
2021-11-17;1676.03
2021-11-18;1869.88
2021-11-19;1973.96
2021-11-20;1817.2
2021-11-21;1815.2
2021-11-22;1821.57
2021-11-23;1806.87
2021-11-24;1807.22
2021-11-25;1826.94
2021-11-26;1831.18
2021-11-27;1829.29
2021-11-28;1835.4
2021-11-29;1823.65
2021-11-30;1834.6
2021-12-01;2005.41
2021-12-02;2286.61
2021-12-03;2106.94
2021-12-04;1910.3
2021-12-05;1906.83
2021-12-06;1966.1
2021-12-07;1873.11
2021-12-08;2081.11
2021-12-09;2117.02
2021-12-10;2115.65
2021-12-11;2127.38
2021-12-12;2105.15
2021-12-13;2184.36
2021-12-14;2176.24
2021-12-15;2181.79
2021-12-16;2172.18
2021-12-17;2169.84
2021-12-18;2256.39
2021-12-19;2265.38
2021-12-20;2274.89
2021-12-21;2308.28
2021-12-22;2284.16
2021-12-23;2289.89
2021-12-24;2251.25
2021-12-25;2266.74
2021-12-26;2226.38
2021-12-27;2212.81
2021-12-28;2171.09
2021-12-29;2217.54
2021-12-30;2195.99
2021-12-31;2225.8
2022-01-01;2267.53
2022-01-02;2271.52
2022-01-03;2256.28
2022-01-04;2219.51
2022-01-05;2219.46
2022-01-06;2212.52
2022-01-07;2209.63
2022-01-08;2187.76
2022-01-09;2240.11
2022-01-10;2216.01
2022-01-11;2227.54
2022-01-12;2215.98
2022-01-13;2175.98
2022-01-14;2141.88
2022-01-15;2152.38
2022-01-16;2204.28
2022-01-17;2173.49
2022-01-18;2175.22
2022-01-19;2150.42
2022-01-20;2194.9
2022-01-21;2098.3
2022-01-22;2022.45
2022-01-23;2018.71
2022-01-24;2003.24
2022-01-25;2007.22
2022-01-26;2010.72
2022-01-27;2022.8
2022-01-28;1899.44
2022-01-29;1895.84
2022-01-30;1938.82
2022-01-31;1927.52
2022-02-01;1931.62
2022-02-02;1852.24
2022-02-03;1872.47
2022-02-04;1888.32
2022-02-05;1899.39
2022-02-06;1898.4
2022-02-07;1923.12
2022-02-08;1913.05
2022-02-09;1869.98
2022-02-10;1858.24
2022-02-11;1886.41
2022-02-12;1885.86
2022-02-13;1885.76
2022-02-14;1907.73
2022-02-15;1926.88
2022-02-16;1890.35
2022-02-17;1944.91
2022-02-18;1924.91
2022-02-19;1922.4
2022-02-20;1915.25
2022-02-21;1854.05
2022-02-22;1829.25
2022-02-23;1840.68
2022-02-24;1832.26
2022-02-25;1811.11
2022-02-26;1804.76
2022-02-27;1778.71
2022-02-28;1774.05
2022-03-01;1778.8
2022-03-02;1782.49
2022-03-03;1717.71
2022-03-04;1714.77
2022-03-05;1713.66
2022-03-06;1750.61
2022-03-07;1729.6
2022-03-08;1734.49
2022-03-09;1712.62
2022-03-10;1693.22
2022-03-11;1702.25
2022-03-12;1689.43
2022-03-13;1678.69
2022-03-14;1667.47
2022-03-15;1677.38
2022-03-16;1688.95
2022-03-17;1645.89
2022-03-18;1599.21
2022-03-19;1597.04
2022-03-20;1596.95
2022-03-21;1604.91
2022-03-22;1563.45
2022-03-23;1611.12
2022-03-24;1559.22
2022-03-25;1526.66
2022-03-26;1602.62
2022-03-27;1599.44
2022-03-28;1590.78
2022-03-29;1582.43
2022-03-30;1572.59
2022-03-31;1570.66
2022-04-01;1561.63
2022-04-02;1540.14
2022-04-03;1555.75
2022-04-04;1505.18
2022-04-05;1535.16
2022-04-06;1497.18
2022-04-07;1489.99
2022-04-08;1514.45
2022-04-09;1513.03
2022-04-10;1494.97
2022-04-11;1617.81
2022-04-12;1492.56
2022-04-13;1587.1
2022-04-14;1584.04
2022-04-15;1573.01
2022-04-16;1588.48
2022-04-17;1628.62
2022-04-18;1649.85
2022-04-19;1634.03
2022-04-20;1613.61
2022-04-21;1670.22
2022-04-22;1587.61
2022-04-23;1580.61
2022-04-24;1563.92
2022-04-25;1596.04
2022-04-26;1533.85
2022-04-27;1507.34
2022-04-28;1502.96
2022-04-29;1533.73
2022-04-30;1455.78
2022-05-01;1460.3
2022-05-02;1414.1
2022-05-03;1359.78
2022-05-04;1419.61
2022-05-05;1422.1
2022-05-06;1396.63
2022-05-07;1442.14
2022-05-08;1421.25
2022-05-09;1399.11
2022-05-10;1389.03
2022-05-11;1395.25
2022-05-12;1360.47
2022-05-13;1348.09
2022-05-14;1359.28
2022-05-15;1405.89
2022-05-16;1332.73
2022-05-17;1297.78
2022-05-18;1325.46
2022-05-19;1276.64
2022-05-20;1255.87
2022-05-21;1336.84
2022-05-22;1269.41
2022-05-23;1242.37
2022-05-24;1284.12
2022-05-25;1295.32
2022-05-26;1258.16
2022-05-27;1249.56
2022-05-28;1281.59
2022-05-29;1389.58
2022-05-30;1306.86
2022-05-31;1278.49
2022-06-01;1288.69
2022-06-02;1287.74
2022-06-03;1300.89
2022-06-04;1320.18
2022-06-05;1329.82
2022-06-06;1314.83
2022-06-07;1303.79
2022-06-08;1320.62
2022-06-09;1292.56
2022-06-10;1287.58
2022-06-11;1286.22
2022-06-12;1265.02
2022-06-13;1267.99
2022-06-14;1294.49
2022-06-15;1323.4
2022-06-16;1302.11
2022-06-17;1305.26
2022-06-18;1285.16
2022-06-19;1287.63
2022-06-20;1277.04
2022-06-21;1268.58
2022-06-22;1272.58
2022-06-23;1268.91
2022-06-24;1247.2
2022-06-25;1249.41
2022-06-26;1241.96
2022-06-27;1241.95
2022-06-28;1242.18
2022-06-29;1242.19
2022-06-30;1243.81
2022-07-01;1252.62
2022-07-02;1255.38
2022-07-03;1246.11
2022-07-04;1237.59
2022-07-05;1225.89
2022-07-06;1213.08
2022-07-07;1221.81
2022-07-08;1238.64
2022-07-09;1207.47
2022-07-10;1207.59
2022-07-11;1206.51
2022-07-12;1207
2022-07-13;1198.09
2022-07-14;1215.26
2022-07-15;1205.68
2022-07-16;1207.74
2022-07-17;1188.34
2022-07-18;1195.53
2022-07-19;1192.19
2022-07-20;1181.24
2022-07-21;1169.68
2022-07-22;1168.61
2022-07-23;1163.73
2022-07-24;1193.91
2022-07-25;1203.9
2022-07-26;1185.51
2022-07-27;1169.85
2022-07-28;1170.93
2022-07-29;1170.83
2022-07-30;1171.59
2022-07-31;1181.1
2022-08-01;1181.63
2022-08-02;1175.82
2022-08-03;1169.51
2022-08-04;1161.2
2022-08-05;1159.61
2022-08-06;1157.68
2022-08-07;1157.68
2022-08-08;1157.43
2022-08-09;1142.37
2022-08-10;1157.09
2022-08-11;1105.51
2022-08-12;1094.83
2022-08-13;1091.86
2022-08-14;1084.82
2022-08-15;1080.89
2022-08-16;1069.94
2022-08-17;1062
2022-08-18;1059.58
2022-08-19;1066.96
2022-08-20;1075.21
2022-08-21;1075.21
2022-08-22;1070.83
2022-08-23;1067.63
2022-08-24;1061.46
2022-08-25;1061.32
2022-08-26;1048.2
2022-08-27;1041.73
2022-08-28;1046.56
2022-08-29;1083.14
2022-08-30;1076.37
2022-08-31;1066.79
2022-09-01;1048.07
2022-09-02;1042.57
2022-09-03;1062.04
2022-09-04;1062.61
2022-09-05;1066.84
2022-09-06;1055.02
2022-09-07;1057.36
2022-09-08;1043.38
2022-09-09;1040.87
2022-09-10;1041.18
2022-09-11;1033.82
2022-09-12;1038.7
2022-09-13;1041.47
2022-09-14;1043.23
2022-09-15;1022.32
2022-09-16;1024.17
2022-09-17;1034.31
2022-09-18;1030.85
2022-09-19;1052.79
2022-09-20;1001.54
2022-09-21;993.44
2022-09-22;997.23
2022-09-23;1010.98
2022-09-24;1008.94
2022-09-25;996.07
2022-09-26;1004.39
2022-09-27;1004.79
2022-09-28;995.59
2022-09-29;987.56
2022-09-30;995.6
2022-10-01;1000.52
2022-10-02;1002.92
2022-10-03;1004.72
2022-10-04;1031.51
2022-10-05;1041.81
2022-10-06;1040.17
2022-10-07;1041.31
2022-10-08;1012.53
2022-10-09;989.6
2022-10-10;1026.26
2022-10-11;986.67
2022-10-12;977.02
2022-10-13;986.17
2022-10-14;977.55
2022-10-15;978.29
2022-10-16;985.74
2022-10-17;981.98
2022-10-18;981.52
2022-10-19;965.27
2022-10-20;957.98
2022-10-21;975.52
2022-10-22;999.74
2022-10-23;978.64
2022-10-24;982.44
2022-10-25;972.2
2022-10-26;992.59
2022-10-27;994.34
2022-10-28;964.65
2022-10-29;988.35
2022-10-30;987.17
2022-10-31;989.35
2022-11-01;992.45
2022-11-02;981.93
2022-11-03;957.54
2022-11-04;976.79
2022-11-05;985.63
2022-11-06;984.14
2022-11-07;984.14
2022-11-08;984.14
2022-11-09;965.86
2022-11-10;999.79
2022-11-11;1003.62
2022-11-12;1003.88
2022-11-13;989.23
